Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education_Updated,EducationField,EnvironmentSatisfaction_Updated,Gender,HourlyRate,JobInvolvement_Updated,JobLevel_Updated,JobRole,JobSatisfaction_Updated,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction_Updated,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance_Updated,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44,36-45,0,Travel_Rarely,1037,Research & Development,1,Moderately Educated,Medical,Medium,Male,42,High,Very Low,Research Scientist,Very High,Single,2436,6,1,12,3,High,0,6,2,High,4,3,1,2
45,36-45,0,Travel_Rarely,1339,Research & Development,7,Moderately Educated,Life Sciences,Medium,Male,59,High,Medium,Research Scientist,Low,Divorced,9724,2,0,17,3,High,1,25,2,High,1,0,0,0
45,36-45,0,Travel_Rarely,193,Research & Development,6,Highly Educated,Other,Very High,Male,52,High,Medium,Research Director,Low,Married,13245,4,1,14,3,Medium,0,17,3,Very High,0,0,0,3
45,36-45,0,Travel_Rarely,1316,Research & Development,29,Moderately Educated,Medical,High,Male,83,High,Very Low,Research Scientist,Very High,Single,3452,5,0,13,3,Medium,0,9,2,Medium,6,5,0,3
45,36-45,0,Travel_Rarely,194,Research & Development,9,Moderately Educated,Life Sciences,Medium,Male,60,High,Low,Laboratory Technician,Medium,Divorced,2348,8,0,18,3,High,1,20,2,Low,17,9,0,15
45,36-45,0,Travel_Rarely,1268,Sales,4,Less Educated,Life Sciences,High,Female,30,High,Low,Sales Executive,Low,Divorced,5006,4,1,11,3,Low,1,9,3,Very High,5,4,0,3
45,36-45,0,Non-Travel,1195,Research & Development,2,Less Educated,Medical,Low,Male,65,Medium,High,Manager,Very High,Married,16792,9,0,23,4,Very High,1,22,1,High,20,8,11,8
45,36-45,0,Non-Travel,1052,Sales,6,Moderately Educated,Medical,Very High,Female,57,Medium,Medium,Sales Executive,Very High,Single,8865,6,0,12,3,Very High,0,23,2,High,19,7,12,8
45,36-45,0,Travel_Rarely,252,Research & Development,1,Moderately Educated,Other,High,Male,70,Very High,Very High,Manager,Very High,Married,19202,0,0,11,3,High,1,25,2,High,24,0,1,7
45,36-45,0,Travel_Frequently,1199,Research & Development,7,Highly Educated,Life Sciences,Low,Male,77,Very High,Low,Manufacturing Director,High,Married,6434,4,0,17,3,Very High,1,9,1,High,3,2,0,3
45,36-45,0,Travel_Rarely,1385,Research & Development,20,Less Educated,Medical,High,Male,79,High,High,Healthcare Representative,Very High,Married,13496,0,1,14,3,Medium,0,21,2,High,20,7,4,10
45,36-45,0,Travel_Frequently,1249,Research & Development,7,Moderately Educated,Life Sciences,Low,Male,97,High,Medium,Laboratory Technician,Low,Divorced,5210,1,0,18,3,Low,1,24,2,High,24,9,9,11
45,36-45,0,Travel_Rarely,549,Research & Development,8,Highly Educated,Other,Very High,Male,75,High,Low,Research Scientist,Very High,Married,3697,9,0,14,3,Low,2,12,3,High,10,9,9,8
45,36-45,0,Travel_Rarely,192,Research & Development,10,Less Educated,Life Sciences,Low,Male,69,High,Very Low,Research Scientist,Very High,Married,2654,3,0,21,4,Very High,2,8,3,Medium,2,2,0,3
45,36-45,0,Travel_Rarely,561,Sales,2,Moderately Educated,Other,Very High,Male,61,High,Low,Sales Executive,Medium,Married,4805,0,0,19,3,Medium,1,9,3,Very High,8,7,3,7
45,36-45,1,Travel_Frequently,306,Sales,26,Highly Educated,Life Sciences,Low,Female,100,High,Low,Sales Executive,Low,Married,4286,2,0,14,3,Very High,2,5,4,High,1,1,0,0
45,36-45,0,Travel_Rarely,954,Sales,2,Less Educated,Technical Degree,Medium,Male,46,Low,Low,Sales Representative,High,Single,6632,0,0,13,3,Low,0,9,3,High,8,7,3,1
45,36-45,0,Travel_Rarely,252,Research & Development,2,Moderately Educated,Life Sciences,Medium,Female,95,Medium,Very Low,Research Scientist,High,Single,2274,1,0,14,3,Very High,0,1,3,High,1,0,0,0
45,36-45,0,Travel_Rarely,930,Sales,9,Moderately Educated,Marketing,Very High,Male,74,High,Medium,Sales Executive,Low,Divorced,10761,4,1,12,3,High,1,18,2,High,5,4,0,2
45,36-45,0,Non-Travel,805,Research & Development,4,Less Educated,Life Sciences,High,Male,57,High,Low,Laboratory Technician,Medium,Married,4447,1,0,12,3,Medium,0,9,5,Medium,9,7,0,8
45,36-45,0,Travel_Rarely,974,Research & Development,1,Highly Educated,Medical,Very High,Female,91,High,Very Low,Laboratory Technician,Very High,Divorced,2270,3,0,14,3,Very High,2,8,2,High,5,3,0,2
45,36-45,0,Non-Travel,248,Research & Development,23,Less Educated,Life Sciences,Very High,Male,42,High,Low,Laboratory Technician,Low,Married,3633,1,1,15,3,High,1,9,2,High,9,8,0,8
45,36-45,0,Travel_Rarely,1234,Sales,11,Less Educated,Life Sciences,Very High,Female,90,High,High,Manager,Very High,Married,17650,3,0,13,3,Medium,1,26,4,Very High,9,3,1,1
45,36-45,0,Travel_Rarely,788,Human Resources,24,Highly Educated,Medical,Medium,Male,36,High,Very Low,Human Resources,Medium,Single,2177,1,0,16,3,Low,0,6,3,High,6,3,0,4
45,36-45,0,Non-Travel,1050,Sales,9,Highly Educated,Life Sciences,Medium,Female,65,Medium,Low,Sales Executive,High,Married,5593,1,0,13,3,Very High,1,15,2,High,15,10,4,12
45,36-45,0,Travel_Rarely,1457,Research & Development,7,Moderately Educated,Medical,Low,Female,83,High,Very Low,Research Scientist,High,Married,4477,4,1,19,3,High,1,7,2,Medium,3,2,0,2
45,36-45,1,Travel_Rarely,1449,Sales,2,Moderately Educated,Marketing,Low,Female,94,Low,Very High,Manager,Medium,Single,18824,2,1,16,3,Low,0,26,2,High,24,10,1,11
45,36-45,0,Travel_Frequently,364,Research & Development,25,Moderately Educated,Medical,Medium,Female,83,High,Very High,Manager,Medium,Single,18061,3,0,22,4,High,0,22,4,High,0,0,0,0
45,36-45,0,Travel_Rarely,1038,Research & Development,20,Moderately Educated,Medical,Medium,Male,95,Low,Medium,Healthcare Representative,Low,Divorced,10851,2,1,18,3,Medium,1,24,2,High,7,7,0,7
45,36-45,0,Travel_Rarely,1448,Research & Development,29,Moderately Educated,Technical Degree,Medium,Male,55,High,Medium,Manufacturing Director,Very High,Married,9380,4,1,18,3,Very High,2,10,4,Very High,3,1,1,2
45,36-45,0,Travel_Rarely,950,Research & Development,28,Moderately Educated,Technical Degree,Very High,Male,97,High,Very Low,Research Scientist,Very High,Married,2132,4,0,20,4,Very High,1,8,3,High,5,4,0,3
45,36-45,0,Travel_Rarely,538,Research & Development,1,Highly Educated,Technical Degree,Low,Male,66,High,Medium,Healthcare Representative,Medium,Divorced,7441,1,0,12,3,Low,3,10,4,High,10,8,7,7
45,36-45,0,Travel_Rarely,1015,Research & Development,5,Very Highly Educated,Medical,High,Female,50,Low,Low,Laboratory Technician,Low,Single,5769,1,1,14,3,Low,0,10,3,High,10,7,1,4
45,36-45,0,Non-Travel,336,Sales,26,Moderately Educated,Marketing,Low,Male,52,Medium,Low,Sales Executive,Low,Married,4385,1,0,15,3,Low,1,10,2,High,10,7,4,5
45,36-45,0,Travel_Rarely,1329,Research & Development,2,Less Educated,Other,Very High,Female,59,Medium,Low,Manufacturing Director,Very High,Divorced,5770,1,0,19,3,Low,2,10,3,High,10,7,3,9
45,36-45,0,Non-Travel,1238,Research & Development,1,Very Less Educated,Life Sciences,High,Male,74,Medium,Medium,Healthcare Representative,High,Married,10748,3,0,23,4,Very High,1,25,3,Medium,23,15,14,4
45,36-45,0,Travel_Rarely,1005,Research & Development,28,Less Educated,Technical Degree,Very High,Female,48,Medium,High,Research Director,Medium,Single,16704,1,0,11,3,High,0,21,2,High,21,6,8,6
45,36-45,0,Travel_Rarely,176,Human Resources,4,Moderately Educated,Life Sciences,High,Female,56,Low,Medium,Human Resources,High,Married,9756,4,0,21,4,High,2,9,2,Very High,5,0,0,3
45,36-45,0,Non-Travel,589,Sales,2,Highly Educated,Life Sciences,High,Female,67,High,Low,Sales Executive,High,Married,5154,4,0,22,4,Medium,2,10,3,Very High,8,7,5,7
45,36-45,0,Travel_Rarely,556,Research & Development,25,Less Educated,Life Sciences,Medium,Female,93,Medium,Low,Manufacturing Director,Very High,Married,5906,0,0,13,3,Very High,2,10,2,Medium,9,8,3,8
45,36-45,0,Travel_Frequently,1297,Research & Development,1,Highly Educated,Medical,Medium,Male,44,High,Low,Healthcare Representative,High,Single,5399,4,0,12,3,High,0,12,3,High,4,2,0,3
45,36-45,0,Travel_Rarely,374,Sales,20,Moderately Educated,Life Sciences,Very High,Female,50,High,Low,Sales Executive,High,Single,4850,8,0,15,3,High,0,8,3,High,5,3,0,1
46,46-55,0,Travel_Rarely,705,Sales,2,Highly Educated,Marketing,Medium,Female,83,High,Very High,Manager,Low,Single,18947,3,0,12,3,Very High,0,22,2,Medium,2,2,2,3
46,46-55,0,Travel_Frequently,1211,Sales,5,Highly Educated,Marketing,Low,Male,98,High,Low,Sales Executive,Very High,Single,5772,4,1,21,4,High,0,14,4,High,9,6,0,8
46,46-55,0,Travel_Rarely,945,Human Resources,5,Less Educated,Medical,Medium,Male,80,High,Low,Human Resources,Medium,Divorced,5021,8,1,22,4,Very High,1,16,2,High,4,2,0,2
46,46-55,1,Travel_Rarely,669,Sales,9,Less Educated,Medical,High,Male,64,Medium,Medium,Sales Executive,Very High,Single,9619,1,0,16,3,Very High,0,9,3,High,9,8,4,7
46,46-55,0,Travel_Frequently,638,Research & Development,1,Moderately Educated,Medical,High,Male,40,Medium,Medium,Healthcare Representative,Low,Married,10673,2,1,13,3,High,1,21,5,Medium,10,9,9,5
46,46-55,0,Travel_Rarely,526,Sales,1,Less Educated,Marketing,Medium,Female,92,High,Medium,Sales Executive,Low,Divorced,10453,1,0,25,4,High,3,24,2,High,24,13,15,7
46,46-55,0,Travel_Rarely,644,Research & Development,1,Highly Educated,Medical,Very High,Male,97,High,Medium,Healthcare Representative,Low,Divorced,9396,7,0,16,3,High,1,17,3,High,4,2,0,3
46,46-55,0,Travel_Rarely,488,Sales,2,Moderately Educated,Technical Degree,High,Female,75,Low,High,Manager,Medium,Married,16872,3,1,12,3,Medium,1,28,2,Medium,7,7,7,7
46,46-55,0,Non-Travel,1144,Research & Development,7,Highly Educated,Medical,High,Female,30,High,Low,Manufacturing Director,High,Married,5258,2,0,14,3,High,0,7,2,Very High,1,0,0,0
46,46-55,0,Travel_Rarely,1485,Research & Development,18,Moderately Educated,Medical,High,Female,87,High,Low,Manufacturing Director,High,Divorced,4810,2,0,14,3,High,1,19,5,Medium,10,7,0,8
46,46-55,0,Travel_Rarely,1009,Research & Development,2,Moderately Educated,Life Sciences,Low,Male,51,High,High,Research Director,High,Married,17861,6,0,13,3,High,0,26,2,Low,3,2,0,1
46,46-55,0,Travel_Rarely,1125,Sales,10,Moderately Educated,Marketing,High,Female,94,Medium,Medium,Sales Executive,Very High,Married,9071,2,1,19,3,High,1,15,3,High,3,2,1,2
46,46-55,0,Travel_Frequently,1034,Research & Development,18,Very Less Educated,Medical,Low,Female,86,High,Medium,Healthcare Representative,High,Married,10527,5,0,11,3,Very High,0,28,3,Medium,2,2,1,2
46,46-55,0,Travel_Rarely,566,Research & Development,7,Less Educated,Medical,Very High,Male,75,High,Medium,Manufacturing Director,High,Divorced,10845,6,0,13,3,Medium,1,13,3,High,8,7,0,7
46,46-55,0,Travel_Rarely,430,Research & Development,1,Highly Educated,Medical,Very High,Male,40,High,Very High,Research Director,Very High,Divorced,19627,9,0,17,3,Very High,2,23,0,High,2,2,2,2
46,46-55,0,Travel_Rarely,1003,Research & Development,8,Highly Educated,Life Sciences,Very High,Female,74,Medium,Low,Research Scientist,Low,Divorced,4615,8,1,23,4,Low,3,19,2,High,16,13,1,7
46,46-55,0,Travel_Rarely,406,Sales,3,Very Less Educated,Marketing,Low,Male,52,High,High,Manager,High,Married,17465,3,0,12,3,Very High,1,23,3,High,12,9,4,9
46,46-55,0,Travel_Rarely,1402,Sales,2,Moderately Educated,Marketing,High,Female,69,High,High,Manager,Low,Married,17048,8,0,23,4,Low,0,28,2,High,26,15,15,9
46,46-55,0,Travel_Rarely,1450,Research & Development,15,Less Educated,Life Sciences,Very High,Male,52,High,Very High,Research Director,Medium,Married,19081,5,0,11,3,Low,1,25,2,High,4,2,0,3
46,46-55,0,Travel_Rarely,150,Research & Development,2,Highly Educated,Technical Degree,Very High,Male,60,High,Low,Manufacturing Director,Very High,Divorced,7379,2,0,11,3,High,1,12,3,Medium,6,3,1,4
46,46-55,0,Travel_Rarely,168,Sales,4,Less Educated,Marketing,Very High,Female,33,Medium,Very High,Manager,Medium,Married,18789,2,0,14,3,High,1,26,2,High,11,4,0,8
46,46-55,0,Travel_Rarely,991,Human Resources,1,Less Educated,Life Sciences,Very High,Female,44,High,Very Low,Human Resources,Low,Single,3423,6,0,12,3,High,0,10,3,Very High,7,6,5,7
46,46-55,1,Travel_Rarely,377,Sales,9,Moderately Educated,Marketing,Low,Male,52,High,Medium,Sales Executive,Very High,Divorced,10096,4,0,11,3,Low,1,28,1,Very High,7,7,4,3
46,46-55,0,Travel_Rarely,228,Sales,3,Moderately Educated,Life Sciences,High,Female,51,High,High,Manager,Medium,Married,16606,8,0,12,3,Very High,1,23,2,Very High,13,12,5,1
46,46-55,0,Travel_Rarely,563,Sales,1,Highly Educated,Life Sciences,Very High,Male,56,Very High,High,Manager,Low,Single,17567,1,0,15,3,Medium,0,27,5,Low,26,0,0,12
46,46-55,0,Travel_Rarely,717,Research & Development,13,Highly Educated,Life Sciences,High,Male,34,High,Low,Healthcare Representative,Medium,Single,5562,6,0,14,3,Very High,0,19,3,High,10,7,0,9
46,46-55,0,Travel_Rarely,1277,Sales,2,Moderately Educated,Life Sciences,High,Male,74,High,Medium,Sales Executive,Very High,Divorced,10368,4,1,12,3,Medium,1,13,5,Medium,10,6,0,3
46,46-55,0,Travel_Rarely,734,Research & Development,2,Highly Educated,Medical,High,Male,46,High,Very High,Research Director,Very High,Divorced,19328,7,1,17,3,High,1,24,3,High,2,1,2,2
46,46-55,0,Non-Travel,849,Sales,26,Less Educated,Life Sciences,Medium,Male,98,Medium,Low,Sales Executive,Medium,Single,7991,8,0,15,3,High,0,6,3,High,2,2,2,2
46,46-55,1,Travel_Rarely,261,Research & Development,21,Less Educated,Medical,Very High,Female,66,High,Low,Healthcare Representative,Medium,Married,8926,4,0,22,4,Very High,1,13,2,Very High,9,7,3,7
46,46-55,0,Travel_Rarely,706,Research & Development,2,Less Educated,Life Sciences,Very High,Male,82,High,Medium,Manufacturing Director,Very High,Divorced,8578,3,0,14,3,High,1,12,4,Medium,9,8,4,7
46,46-55,0,Travel_Rarely,1319,Sales,3,Moderately Educated,Technical Degree,Low,Female,45,Very High,High,Sales Executive,Low,Divorced,13225,2,0,12,3,Very High,1,25,5,High,19,17,2,8
46,46-55,1,Travel_Rarely,1254,Sales,10,Moderately Educated,Life Sciences,High,Female,64,High,Medium,Sales Executive,Medium,Married,7314,5,0,21,4,High,3,14,2,High,8,7,0,7
47,46-55,1,Non-Travel,666,Research & Development,29,Highly Educated,Life Sciences,Low,Male,88,High,Medium,Manager,Medium,Married,11849,1,1,12,3,Very High,1,10,2,Medium,10,7,9,9
47,46-55,0,Travel_Rarely,1482,Research & Development,5,Very Highly Educated,Life Sciences,Very High,Male,42,High,Very High,Research Director,High,Married,18300,4,0,11,3,Medium,1,21,2,High,3,2,1,1
47,46-55,0,Travel_Frequently,1309,Sales,4,Very Less Educated,Medical,Medium,Male,99,High,Low,Sales Representative,High,Single,2976,3,0,19,3,Low,0,5,3,High,0,0,0,0
47,46-55,0,Travel_Rarely,983,Research & Development,2,Less Educated,Medical,Low,Female,65,High,Low,Manufacturing Director,Very High,Divorced,5070,5,0,13,3,High,3,20,2,High,5,0,0,4
47,46-55,0,Travel_Rarely,703,Sales,14,Highly Educated,Marketing,Very High,Male,42,High,Low,Sales Executive,Low,Single,4960,2,0,12,3,Very High,0,20,2,High,7,7,1,7
47,46-55,0,Travel_Frequently,217,Sales,3,Moderately Educated,Medical,Very High,Female,49,High,High,Sales Executive,High,Divorced,13770,9,1,12,3,Very High,2,28,2,Medium,22,2,11,13
47,46-55,1,Travel_Frequently,719,Sales,27,Less Educated,Life Sciences,Medium,Female,77,Very High,Low,Sales Executive,High,Single,6397,4,1,12,3,Very High,0,8,2,High,5,4,1,3
47,46-55,0,Travel_Rarely,202,Research & Development,2,Less Educated,Other,High,Female,33,High,High,Manager,Very High,Married,16752,1,1,11,3,High,1,26,3,Medium,26,14,3,0
47,46-55,0,Travel_Rarely,249,Sales,2,Less Educated,Marketing,High,Female,35,High,Low,Sales Executive,Very High,Married,4537,0,1,22,4,Low,1,8,2,High,7,6,7,7
47,46-55,0,Travel_Rarely,1454,Sales,2,Highly Educated,Life Sciences,Very High,Female,65,Medium,Very Low,Sales Representative,Very High,Single,3294,1,1,18,3,Low,0,3,3,Medium,3,2,1,2
47,46-55,0,Travel_Frequently,1379,Research & Development,16,Highly Educated,Medical,High,Male,64,Very High,Low,Manufacturing Director,High,Divorced,5067,1,1,19,3,High,0,20,3,Very High,19,10,2,7
47,46-55,0,Travel_Rarely,955,Sales,4,Less Educated,Life Sciences,Very High,Female,83,High,Low,Sales Executive,Very High,Single,4163,1,1,17,3,High,0,9,0,High,9,0,0,7
47,46-55,0,Travel_Rarely,465,Research & Development,1,Moderately Educated,Technical Degree,Low,Male,74,High,Very Low,Research Scientist,Very High,Married,3420,7,0,12,3,High,1,17,2,Medium,6,5,1,2
47,46-55,0,Travel_Rarely,359,Research & Development,2,Highly Educated,Medical,Low,Female,82,High,High,Research Director,High,Married,17169,3,0,19,3,Medium,2,26,2,Very High,20,17,5,6
47,46-55,0,Travel_Rarely,571,Sales,14,Moderately Educated,Medical,High,Female,78,High,Low,Sales Executive,High,Married,4591,3,1,17,3,High,1,11,4,Medium,5,4,1,2
47,46-55,0,Travel_Rarely,1176,Human Resources,26,Highly Educated,Life Sciences,Very High,Female,98,High,Very High,Manager,High,Married,19658,3,0,11,3,High,1,27,2,High,5,2,1,0
47,46-55,0,Travel_Rarely,1225,Sales,2,Highly Educated,Life Sciences,Medium,Female,47,Very High,High,Manager,Medium,Divorced,15972,6,0,14,3,High,3,29,2,High,3,2,1,2
47,46-55,1,Travel_Frequently,1093,Sales,9,Moderately Educated,Life Sciences,High,Male,82,Low,High,Sales Executive,High,Married,12936,7,0,11,3,High,0,25,3,Low,23,5,14,10
47,46-55,0,Non-Travel,543,Sales,2,Highly Educated,Marketing,High,Male,87,High,Low,Sales Executive,Medium,Married,4978,7,0,11,3,Very High,1,4,3,Low,1,0,0,0
47,46-55,0,Travel_Rarely,1001,Research & Development,4,Moderately Educated,Life Sciences,High,Female,92,Medium,Medium,Manufacturing Director,Medium,Divorced,10333,8,1,12,3,High,1,28,4,High,22,11,14,10
47,46-55,0,Travel_Rarely,207,Research & Development,9,Highly Educated,Life Sciences,Medium,Female,64,High,Very Low,Laboratory Technician,High,Single,2105,4,0,12,3,High,0,7,2,High,2,2,2,0
47,46-55,0,Non-Travel,1169,Research & Development,14,Highly Educated,Technical Degree,High,Male,64,High,Low,Research Scientist,Medium,Married,5467,8,0,18,3,High,1,16,4,Very High,8,7,1,7
47,46-55,0,Travel_Rarely,1180,Research & Development,25,Moderately Educated,Medical,Low,Male,84,High,Medium,Healthcare Representative,High,Single,8633,2,0,23,4,Medium,0,25,3,High,17,14,12,11
47,46-55,0,Non-Travel,1162,Research & Development,1,Very Less Educated,Medical,High,Female,98,High,Medium,Research Director,Medium,Married,11957,0,0,18,3,Low,2,14,3,Low,13,8,5,12
48,46-55,1,Travel_Rarely,626,Research & Development,1,Less Educated,Life Sciences,Low,Male,98,Medium,Medium,Laboratory Technician,High,Single,5381,9,1,13,3,Very High,0,23,2,High,1,0,0,0
48,46-55,0,Travel_Rarely,530,Sales,29,Very Less Educated,Medical,Low,Female,91,High,Medium,Manager,High,Married,12504,3,0,21,4,Medium,1,15,3,Low,0,0,0,0
48,46-55,0,Travel_Rarely,163,Sales,2,Very Highly Educated,Marketing,Medium,Female,37,High,Low,Sales Executive,Very High,Married,4051,2,0,14,3,Low,1,14,2,High,9,7,6,7
48,46-55,0,Travel_Rarely,1236,Research & Development,1,Highly Educated,Life Sciences,Very High,Female,40,Medium,High,Manager,Low,Married,15402,7,0,11,3,Low,1,21,3,Low,3,2,0,2
48,46-55,0,Travel_Rarely,817,Sales,2,Very Less Educated,Marketing,Medium,Male,56,Very High,Low,Sales Executive,Medium,Married,8120,3,0,12,3,Very High,0,12,3,High,2,2,2,2
48,46-55,0,Travel_Rarely,1469,Research & Development,20,Highly Educated,Medical,Very High,Male,51,High,Very Low,Research Scientist,High,Married,2259,4,0,17,3,Low,2,13,2,Medium,0,0,0,0
48,46-55,0,Travel_Rarely,277,Research & Development,6,Moderately Educated,Life Sciences,Low,Male,97,Medium,Low,Healthcare Representative,High,Single,4240,2,0,13,3,Very High,0,19,0,High,2,2,2,2
48,46-55,0,Travel_Rarely,1355,Research & Development,4,Highly Educated,Life Sciences,High,Male,78,Medium,Medium,Healthcare Representative,High,Single,10999,7,0,14,3,Medium,0,27,3,High,15,11,4,8
48,46-55,0,Non-Travel,1262,Research & Development,1,Highly Educated,Medical,Low,Male,35,Very High,High,Manager,Very High,Single,16885,2,0,22,4,High,0,27,3,Medium,5,4,2,1
48,46-55,0,Travel_Rarely,969,Research & Development,2,Less Educated,Technical Degree,Very High,Male,76,Very High,Very Low,Laboratory Technician,Medium,Single,2559,5,0,11,3,High,0,7,4,Medium,1,0,0,0
48,46-55,0,Travel_Rarely,715,Research & Development,1,Moderately Educated,Life Sciences,Very High,Male,76,Medium,Very High,Research Director,Very High,Single,18265,6,0,12,3,High,0,25,3,Very High,1,0,0,0
48,46-55,0,Travel_Rarely,855,Research & Development,4,Moderately Educated,Life Sciences,Very High,Male,54,High,Medium,Manufacturing Director,Very High,Single,7898,1,0,11,3,High,0,11,2,High,10,9,0,8
48,46-55,0,Travel_Rarely,1221,Sales,7,Moderately Educated,Marketing,High,Male,96,High,Low,Sales Executive,Low,Divorced,5486,4,0,11,3,Low,3,15,3,High,2,2,2,2
48,46-55,0,Travel_Rarely,492,Sales,16,Highly Educated,Life Sciences,High,Female,96,High,Low,Sales Executive,High,Divorced,6439,8,0,14,3,High,1,18,2,High,8,7,7,7
48,46-55,0,Travel_Rarely,1108,Research & Development,15,Highly Educated,Other,High,Female,65,High,Very Low,Research Scientist,Low,Married,2367,8,0,12,3,Very High,1,10,3,Medium,8,2,7,6
48,46-55,0,Travel_Frequently,365,Research & Development,4,Very Highly Educated,Medical,High,Male,89,Medium,High,Manager,Very High,Married,15202,2,0,25,4,Medium,1,23,3,High,2,2,2,2
48,46-55,1,Travel_Frequently,708,Sales,7,Less Educated,Medical,Very High,Female,95,High,Very Low,Sales Representative,High,Married,2655,2,1,11,3,High,2,19,3,High,9,7,7,7
48,46-55,0,Travel_Rarely,1224,Research & Development,10,Moderately Educated,Life Sciences,Very High,Male,91,Medium,Very High,Research Director,Medium,Married,19665,4,0,12,3,Very High,0,29,3,High,22,10,12,9
48,46-55,0,Travel_Frequently,117,Research & Development,22,Moderately Educated,Medical,Very High,Female,58,High,High,Manager,Very High,Divorced,17174,3,0,11,3,Medium,1,24,3,High,22,17,4,7
49,46-55,0,Travel_Frequently,279,Research & Development,8,Very Less Educated,Life Sciences,High,Male,61,Medium,Low,Research Scientist,Medium,Married,5130,1,0,23,4,Very High,1,10,3,High,10,7,1,7
49,46-55,0,Travel_Rarely,470,Research & Development,20,Highly Educated,Medical,High,Female,96,High,Low,Manufacturing Director,Low,Married,6567,1,0,14,3,High,0,16,2,Medium,15,11,5,11
49,46-55,0,Non-Travel,1002,Research & Development,18,Highly Educated,Life Sciences,Very High,Male,92,High,Low,Manufacturing Director,Very High,Divorced,6804,1,1,15,3,Low,2,7,0,High,7,7,1,7
49,46-55,0,Travel_Frequently,636,Research & Development,10,Highly Educated,Life Sciences,High,Female,35,High,Very High,Research Director,Low,Single,18665,9,1,11,3,Very High,0,22,4,High,3,2,1,2
49,46-55,0,Travel_Rarely,1091,Research & Development,1,Less Educated,Technical Degree,High,Female,90,Medium,High,Healthcare Representative,High,Single,13964,7,1,12,3,Very High,0,25,2,High,7,1,0,7
49,46-55,0,Travel_Rarely,1261,Research & Development,7,Moderately Educated,Other,Medium,Male,31,Medium,Medium,Healthcare Representative,High,Single,10965,8,0,24,4,High,0,26,2,High,5,2,0,0
49,46-55,0,Travel_Rarely,1245,Research & Development,18,Highly Educated,Life Sciences,Very High,Male,58,Medium,Very High,Research Director,High,Divorced,19502,1,1,17,3,High,1,31,5,High,31,9,0,9
49,46-55,1,Travel_Rarely,1184,Sales,11,Moderately Educated,Marketing,High,Female,43,High,Medium,Sales Executive,Very High,Married,7654,1,0,18,3,Low,2,9,3,Very High,9,8,7,7
49,46-55,0,Travel_Rarely,1418,Research & Development,1,Moderately Educated,Technical Degree,High,Female,36,High,Very Low,Research Scientist,Low,Married,3580,2,0,16,3,Medium,1,7,2,High,4,2,0,2
49,46-55,0,Travel_Rarely,527,Research & Development,8,Less Educated,Other,Low,Female,51,High,Medium,Laboratory Technician,Medium,Married,7403,4,0,11,3,High,1,29,3,Medium,26,9,1,7
49,46-55,0,Travel_Rarely,174,Sales,8,Highly Educated,Technical Degree,Very High,Male,56,Medium,High,Sales Executive,Medium,Married,13120,6,0,17,3,Medium,1,22,3,High,9,8,2,3
49,46-55,0,Travel_Rarely,1098,Research & Development,4,Less Educated,Medical,Low,Male,85,Medium,Very High,Manager,High,Married,18711,2,0,13,3,High,1,23,2,Very High,1,0,0,0
49,46-55,1,Travel_Frequently,1475,Research & Development,28,Less Educated,Life Sciences,Low,Male,97,Medium,Low,Laboratory Technician,Low,Single,4284,3,0,20,4,Low,0,20,2,High,4,3,1,3
49,46-55,0,Travel_Rarely,1495,Research & Development,5,Highly Educated,Technical Degree,Low,Male,96,High,Low,Healthcare Representative,High,Married,6651,2,0,14,3,Medium,1,20,0,Medium,3,2,1,2
49,46-55,0,Travel_Rarely,1490,Research & Development,7,Highly Educated,Life Sciences,High,Male,35,High,Medium,Healthcare Representative,Medium,Divorced,10466,3,0,14,3,Medium,2,29,3,High,8,7,0,7
49,46-55,0,Travel_Rarely,271,Research & Development,3,Less Educated,Medical,High,Female,43,Medium,Low,Laboratory Technician,Low,Married,4789,4,0,25,4,Low,1,10,3,High,3,2,1,2
49,46-55,0,Travel_Rarely,722,Research & Development,25,Highly Educated,Life Sciences,High,Female,84,High,Very Low,Laboratory Technician,Low,Married,3211,1,0,14,3,Very High,1,10,3,Medium,9,6,1,4
49,46-55,0,Travel_Rarely,301,Research & Development,22,Highly Educated,Other,Low,Female,72,High,High,Research Director,Medium,Married,16413,3,0,16,3,Medium,2,27,2,High,4,2,1,2
49,46-55,0,Travel_Rarely,465,Research & Development,6,Very Less Educated,Life Sciences,High,Female,41,Medium,High,Healthcare Representative,High,Married,13966,2,1,19,3,Medium,1,30,3,High,15,11,2,12
49,46-55,0,Travel_Rarely,464,Research & Development,16,Moderately Educated,Medical,Very High,Female,74,High,Very Low,Laboratory Technician,Low,Divorced,2587,4,1,16,3,Medium,1,17,2,Medium,2,2,2,2
49,46-55,0,Travel_Rarely,809,Research & Development,1,Moderately Educated,Life Sciences,High,Male,36,High,High,Manager,High,Single,15379,4,0,14,3,Low,0,23,2,High,8,7,0,0
49,46-55,0,Travel_Rarely,1313,Sales,11,Highly Educated,Marketing,Very High,Female,80,High,Low,Sales Executive,Very High,Single,4507,3,0,12,3,High,0,8,1,Very High,5,1,0,4
